K,call_bid,call_ask,call_mid_impl_vol,call_volm,cost_of_carry,moneyness,put_bid,put_ask,put_mid_impl_vol,put_volm,underlying_price,Expiry,T,q,r,call_mid,put_mid,pv_dividends,carry_val
6465,198.3999939,200.0,0.179541530609131,40,0.0295327663421631,0.971598884361393,6.5,6.80000019073486,0.184386367797852,6,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,199.19999695,6.65000009536743,0.0076,6655.05
6470,193.1999969,195.300003051758,0.177872467041016,0,0.029555606842040998,0.972350314279693,6.800000191,7.0,0.182946491241455,60,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,194.249999975879,6.900000095499999,0.0076,6655.05
6475,189.1000061,191.199996948242,0.17964166641235402,44,0.0295784473419189,0.973101744197992,7.0,7.30000019073486,0.181402530670166,525,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,190.150001524121,7.15000009536743,0.0076,6655.05
6480,184.3999939,186.5,0.178020248413086,2,0.0296012878417969,0.973853174116292,7.300000191,7.59999942779541,0.179757843017578,699,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,185.44999695,7.4499998093977045,0.0076,6655.05
6485,179.6999969,181.199996948242,0.173368911743164,0,0.0296241283416748,0.9746046040345919,7.600000381,7.90000057220459,0.178015537261963,65,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,180.449996924121,7.750000476602295,0.0076,6655.05
6490,175.0,176.5,0.17169162750244102,5,0.0296469688415527,0.975356033952891,7.900000572,8.19999980926514,0.175866050720215,140,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,175.75,8.05000019063257,0.0076,6655.05
6495,170.3999939,172.399993896484,0.17040918350219703,23,0.029669809341430698,0.976107463871191,8.300000191,8.60000038146973,0.174504623413086,16,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,171.399993898242,8.450000286234864,0.0076,6655.05
6500,165.8000031,168.100006103516,0.168803691864014,218,0.029692649841308597,0.97685889378949,8.600000381,8.89999961853027,0.172425308227539,5968,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,166.950004601758,8.749999999765134,0.0076,6655.05
6505,161.1000061,163.5,0.16963121414184598,0,0.0297154903411865,0.9776103237077901,9.0,9.30000019073486,0.171262340545654,357,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,162.30000305,9.15000009536743,0.0076,6655.05
6510,156.5,158.600006103516,0.165826606750488,0,0.029738330841064503,0.97836175362609,9.399999619,9.69999980926514,0.169608287811279,124,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,157.55000305175798,9.549999714132571,0.0076,6655.05
6515,151.8999939,154.0,0.16330945968627902,0,0.029761171340942402,0.979113183544389,9.800000191,10.1000003814697,0.167837448120117,79,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,152.94999695,9.95000028623485,0.0076,6655.05
6520,147.3999939,149.5,0.16235767364502,0,0.029784011840820298,0.9798646134626889,10.30000019,10.6000003814697,0.16609216690063502,479,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,148.44999695,10.45000028573485,0.0076,6655.05
6525,142.8999939,144.399993896484,0.16071380615234399,9,0.0298068523406982,0.9806160433809881,10.69999981,11.0,0.164734268188477,127,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,143.649993898242,10.849999905,0.0076,6655.05
6530,138.3999939,140.699996948242,0.159717960357666,0,0.029829692840576197,0.981367473299288,11.19999981,11.5,0.16286506652832,85,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,139.549995424121,11.349999905,0.0076,6655.05
6535,133.8999939,135.399993896484,0.158091878890991,0,0.029852533340454103,0.982118903217588,11.69999981,12.0,0.160993404388428,26,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,134.649993898242,11.849999905,0.0076,6655.05
6540,129.3999939,131.100006103516,0.158154067993164,4,0.029875373840332,0.9828703331358869,12.19999981,12.6000003814697,0.159427919387817,85,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,130.250000001758,12.40000009573485,0.0076,6655.05
6545,125.0,126.699996948242,0.15568904876709,16,0.029898214340210002,0.983621763054187,12.80000019,13.1999998092651,0.157910289764404,382,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,125.84999847412101,12.99999999963255,0.0076,6655.05
6550,120.6000061,122.699996948242,0.15338778495788602,96,0.0299210548400879,0.984373192972486,13.39999962,13.8000001907349,0.156035213470459,4447,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,121.650001524121,13.59999990536745,0.0076,6655.05
6555,116.3000031,118.199996948242,0.152075443267822,3,0.029943895339965797,0.985124622890786,14.10000038,14.3999996185303,0.154858808517456,834,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,117.250000024121,14.24999999926515,0.0076,6655.05
6560,112.0,113.800003051758,0.150163202285767,17,0.0299667358398438,0.9858760528090861,14.69999981,15.1000003814697,0.152866830825806,287,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,112.90000152587899,14.90000009573485,0.0076,6655.05
6565,107.6999969,109.199996948242,0.148945474624634,20,0.029989576339721703,0.986627482727385,15.5,15.8000001907349,0.151605033874512,36,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,108.449996924121,15.65000009536745,0.0076,6655.05
6570,103.3999939,104.899993896484,0.147341175079346,23,0.030012416839599602,0.987378912645685,16.19999695,16.6000061035156,0.149681730270386,157,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,104.149993898242,16.400001526757798,0.0076,6655.05
6575,99.30000305,101.0,0.145966577529907,181,0.030035257339477497,0.9881303425639849,17.0,17.3999938964844,0.148038930892944,2445,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,100.150001525,17.1999969482422,0.0076,6655.05
6580,95.1000061,96.8000030517578,0.144207649230957,11,0.0300580978393555,0.988881772482284,17.8999939,18.1999969482422,0.147092838287354,151,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,95.95000457587889,18.0499954241211,0.0076,6655.05
6585,91.0,92.6999969482422,0.144197673797607,3,0.0300809383392334,0.989633202400584,18.80000305,19.1999969482422,0.144960641860962,27,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,91.8499984741211,18.9999999991211,0.0076,6655.05
6590,87.0,88.6999969482422,0.141727418899536,20,0.030103778839111302,0.990384632318883,19.80000305,20.1000061035156,0.14401650428772,188,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,87.8499984741211,19.9500045767578,0.0076,6655.05
6595,83.0,84.6999969482422,0.140136098861694,6,0.0301266193389893,0.9911360622371831,21.0,21.3999938964844,0.141974925994873,24,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,83.8499984741211,21.1999969482422,0.0076,6655.05
6600,79.1000061,80.8000030517578,0.139933881759644,517,0.0301494598388672,0.991887492155483,21.79998779,22.1999969482422,0.14031579017639198,4476,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,79.95000457587889,21.999992369121102,0.0076,6655.05
6605,75.80000305,76.8000030517578,0.138598909378052,11,0.0301723003387451,0.992638922073782,23.0,23.3000030517578,0.139351472854614,285,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,76.3000030508789,23.1500015258789,0.0076,6655.05
6610,72.0,73.0,0.136878871917725,29,0.030195140838623,0.9933903519920819,24.1000061,24.5,0.137478799819946,155,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,72.5,24.30000305,0.0076,6655.05
6615,68.30000305,69.3000030517578,0.134364080429077,34,0.030217981338501,0.994141781910381,25.3999939,25.8000030517578,0.135665283203125,113,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,68.8000030508789,25.5999984758789,0.0076,6655.05
6620,64.6000061,65.6000061035156,0.132718467712402,80,0.030240821838378902,0.994893211828681,26.69999695,27.1999969482422,0.134899778366089,340,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,65.1000061017578,26.9499969491211,0.0076,6655.05
6625,61.0,62.0,0.132199687957764,162,0.0302636623382568,0.995644641746981,28.19999695,28.6999969482422,0.133359565734863,2015,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,61.5,28.4499969491211,0.0076,6655.05
6630,57.69999695,58.4000091552734,0.13026123046875,23,0.0302865028381348,0.99639607166528,29.69999695,30.1000061035156,0.131914691925049,248,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,58.0500030526367,29.900001526757798,0.0076,6655.05
6635,54.40000916,54.9000091552734,0.12995325088501,133,0.0303093433380127,0.99714750158358,31.19999695,31.6000061035156,0.130665063858032,157,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,54.6500091576367,31.400001526757798,0.0076,6655.05
6640,51.09999084,51.5999908447266,0.127063035964966,66,0.0303321838378906,0.99789893150188,32.8999939,33.2999877929688,0.129168138504028,188,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,51.3499908423633,33.0999908464844,0.0076,6655.05
6645,47.8999939,48.2999877929688,0.126911649703979,106,0.0303550243377686,0.998650361420179,34.6000061,35.1000061035156,0.127003202438354,327,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,48.0999908464844,34.8500061017578,0.0076,6655.05
6650,44.69999695,45.1999969482422,0.12512656211853002,1896,0.0303778648376465,0.9994017913384791,36.5,36.9000091552734,0.126029453277588,4110,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,44.9499969491211,36.700004577636705,0.0076,6655.05
6655,41.69999695,42.0999908447266,0.124030351638794,146,0.0304007053375244,1.00015322125678,38.40000916,38.8000030517578,0.124872531890869,112,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,41.8999938973633,38.600006105878904,0.0076,6655.05
6660,38.80000305,39.1999969482422,0.122151689529419,175,0.0304235458374023,1.00090465117508,40.5,41.1000061035156,0.123786668777466,183,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,38.9999999991211,40.8000030517578,0.0076,6655.05
6665,35.8999939,36.2999877929688,0.120895919799805,143,0.0304463863372803,1.00165608109338,43.0,43.6999969482422,0.12254051208496101,33,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,36.0999908464844,43.3499984741211,0.0076,6655.05
6670,33.19999695,33.6000061035156,0.119625539779663,92,0.0304692268371582,1.00240751101168,44.8999939,45.6000061035156,0.119551305770874,43,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,33.4000015267578,45.2500000017578,0.0076,6655.05
6675,30.5,31.0,0.11869773864746101,2742,0.0304920673370361,1.00315894092998,47.1000061,48.0,0.11882582664489699,35,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,30.75,47.55000305,0.0076,6655.05
6680,28.0,28.5,0.1167271900177,227,0.030514907836914098,1.00391037084828,49.6000061,50.5,0.11842878341674799,7634,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,28.25,50.05000305,0.0076,6655.05
6685,25.69999695,26.0999908447266,0.116044836044312,490,0.030537748336792,1.00466180076658,52.09999084,53.0999908447266,0.11730767250061,3,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,25.899993897363302,52.5999908423633,0.0076,6655.05
6690,23.3999939,23.8000030517578,0.114314069747925,1275,0.0305605888366699,1.00541323068488,54.80000305,55.7999877929688,0.1150767993927,1126,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,23.5999984758789,55.2999954214844,0.0076,6655.05
6695,21.30000305,21.6999969482422,0.113792581558228,33,0.0305834293365479,1.00616466060318,57.79998779,58.6999969482422,0.115034170150757,16,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,21.4999999991211,58.2499923691211,0.0076,6655.05
6700,19.30000305,19.6000061035156,0.11206298828125,14610,0.0306062698364258,1.00691609052147,59.90000916,62.1999969482422,0.113929424285889,9168,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,19.4500045767578,61.050003054121106,0.0076,6655.05
6705,17.3999939,17.6999969482422,0.111203918457031,459,0.0306291103363037,1.00766752043977,63.19999695,65.3000030517578,0.112603597640991,5,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,17.5499954241211,64.2500000008789,0.0076,6655.05
6710,15.60000038,15.8999996185303,0.109391374588013,87,0.0306519508361816,1.00841895035807,66.40000916,68.5,0.110103750228882,20,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,15.74999999926515,67.45000458,0.0076,6655.05
6715,13.89999962,14.3000001907349,0.10840630531310999,584,0.0306747913360596,1.00917038027637,70.0,71.9000091552734,0.110489501953125,2,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,14.09999990536745,70.95000457763669,0.0076,6655.05
6720,12.39999962,12.6999998092651,0.107484245300293,122,0.0306976318359375,1.0099218101946699,73.0,75.3000030517578,0.109662389755249,5,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,12.549999714632548,74.1500015258789,0.0076,6655.05
6725,10.89999962,11.3000001907349,0.106423873901367,5309,0.0307204723358154,1.01067324011297,76.59999084,78.8999938964844,0.108712253570557,589,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,11.09999990536745,77.7499923682422,0.0076,6655.05
6730,9.600000381,10.0,0.10491966247558601,8002,0.030743312835693398,1.01142467003127,80.69999695,82.6000061035156,0.10777065277099601,7565,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,9.8000001905,81.65000152675779,0.0076,6655.05
6735,8.399999619,8.80000019073486,0.104252033233643,66,0.030766153335571297,1.01217609994957,84.5,86.4000091552734,0.106817073822021,2,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,8.599999904867431,85.45000457763669,0.0076,6655.05
6740,7.399999619,7.69999980926514,0.103524408340454,145,0.0307889938354492,1.01292752986787,88.0,90.3000030517578,0.103864183425903,24,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,7.54999971413257,89.1500015258789,0.0076,6655.05
6745,6.400000572,6.69999980926514,0.10234902381896999,109,0.0308118343353271,1.01367895978617,92.40000916,94.3000030517578,0.105533390045166,4,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,6.55000019063257,93.35000610587889,0.0076,6655.05
6750,5.5,5.80000019073486,0.10122515678405801,4087,0.0308346748352051,1.01443038970447,96.6000061,98.4000091552734,0.102302150726318,7,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,5.65000009536743,97.5000076276367,0.0076,6655.05
6755,4.699999809,5.0,0.101048231124878,190,0.030857515335082998,1.01518181962277,100.8000031,102.699996948242,0.10391417503356899,1,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,4.849999904500001,101.750000024121,0.0076,6655.05
6760,4.0,4.30000019073486,0.099406795501709,376,0.0308803558349609,1.01593324954107,105.1000061,107.0,0.103299312591553,1,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,4.15000009536743,106.05000305,0.0076,6655.05
6765,3.399999619,3.69999980926514,0.0987756061553955,62,0.030903196334838897,1.01668467945937,109.5,111.300003051758,0.102862138748169,6,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,3.5499997141325697,110.40000152587899,0.0076,6655.05
6770,2.899999619,3.09999942779541,0.09796622276306151,140,0.0309260368347168,1.01743610937767,113.9000092,115.900009155273,0.0989569568634033,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,2.999999523397705,114.90000917763649,0.0076,6655.05
6775,2.449999809,2.65000057220459,0.0973616886138916,1873,0.0309488773345947,1.0181875392959698,118.0,120.300003051758,0.0979871940612793,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,2.5500001906022947,119.15000152587899,0.0076,6655.05
6780,2.049999237,2.25,0.09618104934692379,1200,0.030971717834472702,1.01893896921427,123.0,124.899993896484,0.10209771156311,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,2.1499996185,123.949996948242,0.0076,6655.05
6785,1.699999809,1.85000038146973,0.09579097747802731,80,0.030994558334350598,1.01969039913257,127.6000061,129.600006103516,0.0973490333557129,3,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,1.7750000952348648,128.600006101758,0.0076,6655.05
6790,1.399999619,1.60000038146973,0.0954279804229736,7767,0.031017398834228497,1.0204418290508699,132.5,134.300003051758,0.102650737762451,14,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,1.500000000234865,133.40000152587902,0.0076,6655.05
6795,1.149999619,1.35000038146973,0.095221529006958,124,0.0310402393341064,1.0211932589691701,137.0,139.0,0.0971964645385742,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,1.250000000234865,138.0,0.0076,6655.05
6800,0.9499999881,1.14999961853027,0.0942403125762939,4347,0.031063079833984403,1.02194468888747,141.8000031,143.800003051758,0.102293844223022,12,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,1.049999803315135,142.800003075879,0.0076,6655.05
6805,0.8000000119,0.949999988079071,0.0946209049224854,57,0.031085920333862302,1.02269611880577,146.1999969,148.600006103516,0.0967656421661377,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,0.8749999999895355,147.400001501758,0.0076,6655.05
6810,0.6499999762,0.800000011920929,0.0944613838195801,624,0.031108760833740198,1.02344754872407,151.1000061,153.5,0.104674882888794,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,0.7249999940604646,152.30000305,0.0076,6655.05
6815,0.5,0.649999976158142,0.09337753295898439,91,0.0311316013336182,1.02419897864237,156.8000031,159.199996948242,0.10430157661438001,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,0.574999988079071,158.000000024121,0.0076,6655.05
6820,0.4000000358,0.550000011920929,0.0929740619659424,281,0.031154441833496097,1.02495040856067,161.6999969,164.199996948242,0.0965827751159668,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,0.47500002386046447,162.949996924121,0.0076,6655.05
6825,0.3500000238,0.5,0.0936742496490479,1671,0.031177282333374003,1.02570183847897,162.1000061,174.199996948242,0.112202196121216,0,6654.86,10/17/2025 16:20,0.011195987654320989,0.01038,0.04165,0.42500001190000003,168.150001524121,0.0076,6655.05
